Jan-50,24309
Feb-50,32502
Mar-50,40791
Apr-50,39889
May-50,32135
Jun-50,23617
Jul-50,14427
Aug-50,8102
Sep-50,5256
Oct-50,6318
Nov-50,11077
Dec-50,16397
Jan-51,24208
Feb-51,30974
Mar-51,36560
Apr-51,34998
May-51,28788
Jun-51,21035
Jul-51,13520
Aug-51,8224
Sep-51,6571
Oct-51,7676
Nov-51,11790
Dec-51,17856
Jan-52,25372
Feb-52,33785
Mar-52,39203
Apr-52,37244
May-52,29730
Jun-52,22678
Jul-52,14708
Aug-52,9620
Sep-52,6223
Oct-52,6909
Nov-52,10177
Dec-52,16263
Jan-53,22694
Feb-53,29537
Mar-53,34429
Apr-53,34468
May-53,28545
Jun-53,20463
Jul-53,13222
Aug-53,7665
Sep-53,4867
Oct-53,5816
Nov-53,9932
Dec-53,17675
Jan-54,25773
Feb-54,33421
Mar-54,41934
Apr-54,40076
May-54,31723
Jun-54,21495
Jul-54,13545
Aug-54,7428
Sep-54,4361
Oct-54,4398
Nov-54,7484
Dec-54,12775
Jan-55,18111
Feb-55,27706
Mar-55,34706
Apr-55,37078
May-55,30575
Jun-55,21498
Jul-55,13477
Aug-55,8193
Sep-55,4926
Oct-55,4641
Nov-55,7771
Dec-55,14190
Jan-56,23813
Feb-56,32488
Mar-56,35891
Apr-56,34051
May-56,27157
Jun-56,18636
Jul-56,12253
Aug-56,7954
Sep-56,6362
Oct-56,8182
Nov-56,11453
Dec-56,17344
Jan-57,23199
Feb-57,29703
Mar-57,33592
Apr-57,34014
May-57,29618
Jun-57,21503
Jul-57,14153
Aug-57,9933
Sep-57,7524
Oct-57,8838
Nov-57,12826
Dec-57,19643
Jan-58,27819
Feb-58,34520
Mar-58,36974
Apr-58,37563
May-58,29090
Jun-58,19585
Jul-58,12014
Aug-58,7492
Sep-58,4739
Oct-58,6830
Nov-58,11575
Dec-58,19180
Jan-59,28831
Feb-59,36243
Mar-59,40681
Apr-59,39951
May-59,31823
Jun-59,21448
Jul-59,13267
Aug-59,7345
Sep-59,5015
Oct-59,5835
Nov-59,10018
Dec-59,16134
Jan-60,24059
Feb-60,31462
Mar-60,36039
Apr-60,36199
May-60,30721
Jun-60,22291
Jul-60,14126
Aug-60,8336
Sep-60,5798
Oct-60,6960
Nov-60,11317
Dec-60,16598
Jan-61,22248
Feb-61,27048
Mar-61,30134
Apr-61,31566
May-61,28917
Jun-61,21973
Jul-61,14466
Aug-61,8276
Sep-61,4896
Oct-61,4889
Nov-61,9696
Dec-61,18011
Jan-62,26609
Feb-62,33559
Mar-62,35322
Apr-62,35336
May-62,28385
Jun-62,20073
Jul-62,12394
Aug-62,7377
Sep-62,4722
Oct-62,5685
Nov-62,7664
Dec-62,12712
Jan-63,21256
Feb-63,30272
Mar-63,35326
Apr-63,35538
May-63,28718
Jun-63,20138
Jul-63,12969
Aug-63,7349
Sep-63,4233
Oct-63,4462
Nov-63,6476
Dec-63,10311
Jan-64,18721
Feb-64,25838
Mar-64,33635
Apr-64,36124
May-64,31489
Jun-64,23253
Jul-64,14673
Aug-64,8644
Sep-64,6338
Oct-64,9719
Nov-64,13994
Dec-64,19129
Jan-65,26944
Feb-65,33119
Mar-65,36041
Apr-65,34905
May-65,27776
Jun-65,18639
Jul-65,11589
Aug-65,7374
Sep-65,4788
Oct-65,6242
Nov-65,9670
Dec-65,16071
Jan-66,21755
Feb-66,27194
Mar-66,29859
Apr-66,30730
May-66,25719
Jun-66,20287
Jul-66,15300
Aug-66,10374
Sep-66,6662
Oct-66,7419
Nov-66,10199
Dec-66,14194
Jan-67,20130
Feb-67,27009
Mar-67,33240
Apr-67,33930
May-67,21763
Jun-67,15620
Jul-67,9363
Aug-67,6777
Sep-67,4734
Oct-67,4735
Nov-67,8481
Dec-67,11160
Jan-68,15080
Feb-68,28418
Mar-68,36290
Apr-68,30138
May-68,18590
Jun-68,11958
Jul-68,8071
Aug-68,5577
Sep-68,6379
Oct-68,6019
Nov-68,8409
Dec-68,13741
Jan-69,25171
Feb-69,27930
Mar-69,28139
Apr-69,28840
May-69,20857
Jun-69,16168
Jul-69,9962
Aug-69,6476
Sep-69,5316
Oct-69,11998
Nov-69,7303
Dec-69,14615
Jan-70,18174
Feb-70,24452
Mar-70,32471
Apr-70,32989
May-70,27259
Jun-70,19996
Jul-70,11824
Aug-70,7093
Sep-70,5927
Oct-70,5614
Nov-70,7243
Dec-70,10877
Jan-71,20761
Feb-71,32350
Mar-71,36718
Apr-71,31797
May-71,22730
Jun-71,15525
Jul-71,11277
Aug-71,6852
Sep-71,5630
Oct-71,7608
Nov-71,10249
Dec-71,16101
Jan-72,21386
Feb-72,30602
Mar-72,37935
Apr-72,38796
May-72,27278
Jun-72,19468
Jul-72,10955
Aug-72,9005
Sep-72,10744
Oct-72,11133
Nov-72,10689
Dec-72,21826
Jan-73,26278
Feb-73,36225
Mar-73,41067
Apr-73,39427
May-73,32626
Jun-73,24577
Jul-73,15578
Aug-73,10680
Sep-73,8286
Oct-73,8315
Nov-73,14459
Dec-73,23252
Jan-74,33162
Feb-74,39892
Mar-74,47051
Apr-74,40796
May-74,32230
Jun-74,23881
Jul-74,15422
Aug-74,9731
Sep-74,6946
Oct-74,7367
Nov-74,11724
Dec-74,15244
Jan-75,23684
Feb-75,34335
Mar-75,40489
Apr-75,39062
May-75,29085
Jun-75,21570
Jul-75,15978
Aug-75,8986
Sep-75,6577
Oct-75,8818
Nov-75,9665
Dec-75,18966
Jan-76,29005
Feb-76,38528
Mar-76,43554
Apr-76,40851
May-76,31415
Jun-76,21368
Jul-76,12194
Aug-76,6820
Sep-76,5489
Oct-76,5682
Nov-76,9075
Dec-76,13895
Jan-77,26588
Feb-77,31463
Mar-77,43171
Apr-77,39870
May-77,33446
Jun-77,22484
Jul-77,14605
Aug-77,8957
Sep-77,6873
Oct-77,8518
Nov-77,13838
Dec-77,20897
Jan-78,29249
Feb-78,35474
Mar-78,43171
Apr-78,38087
May-78,29566
Jun-78,20906
Jul-78,14853
Aug-78,7604
Sep-78,4824
Oct-78,5548
Nov-78,9044
Dec-78,22898
Jan-79,32479
Feb-79,39647
Mar-79,42441
Apr-79,45169
May-79,37715
Jun-79,24722
Jul-79,13794
Aug-79,7916
Sep-79,6255
Oct-79,6191
Nov-79,7789
Dec-79,12047
Jan-80,22809
Feb-80,28565
Mar-80,37262
Apr-80,38979
May-80,30975
Jun-80,25239
Jul-80,15564
Aug-80,9459
Sep-80,8169
Oct-80,8972
Nov-80,9885
Dec-80,13206
Jan-81,20010
Feb-81,31257
Mar-81,37999
Apr-81,38152
May-81,31616
Jun-81,25723
Jul-81,13826
Aug-81,7316
Sep-81,5601
Oct-81,7750
Nov-81,13377
Dec-81,20579
Jan-82,32712
Feb-82,40800
Mar-82,46295
Apr-82,51421
May-82,43113
Jun-82,30562
Jul-82,21329
Aug-82,12158
Sep-82,7625
Oct-82,12805
Nov-82,18900
Dec-82,23389
Jan-83,26812
Feb-83,32856
Mar-83,37597
Apr-83,34910
May-83,32515
Jun-83,25677
Jul-83,22032
Aug-83,13931
Sep-83,7446
Oct-83,6419
Nov-83,9145
Dec-83,14213
Jan-84,27300
Feb-84,36965
Mar-84,44965
Apr-84,51491
May-84,44278
Jun-84,29863
Jul-84,18606
Aug-84,9694
Sep-84,6814
Oct-84,6768
Nov-84,16296
Dec-84,22368
Jan-85,31287
Feb-85,36748
Mar-85,38263
Apr-85,38527
May-85,37571
Jun-85,27445
Jul-85,17073
Aug-85,12391
Sep-85,8698
Oct-85,9680
Nov-85,13472
Dec-85,18667
Jan-86,28717
Feb-86,39063
Mar-86,46290
Apr-86,48801
May-86,38759
Jun-86,30291
Jul-86,20225
Aug-86,12741
Sep-86,10296
Oct-86,11475
Nov-86,10106
Dec-86,18999
Jan-87,28688
Feb-87,34544
Mar-87,31841
Apr-87,28282
May-87,26790
Jun-87,16708
Jul-87,10363
Aug-87,7060
Sep-87,5021
Oct-87,5886
Nov-87,11445
Dec-87,21918
Jan-88,27452
Feb-88,35011
Mar-88,38224
Apr-88,43966
May-88,35951
Jun-88,25578
Jul-88,15666
Aug-88,7800
Sep-88,5099
Oct-88,5286
Nov-88,6814
Dec-88,11610
Jan-89,24624
Feb-89,33323
Mar-89,38263
Apr-89,37268
May-89,30421
Jun-89,20482
Jul-89,13750
Aug-89,7959
Sep-89,7199
Oct-89,6587
Nov-89,8288
Dec-89,12492
Jan-90,24059
Feb-90,32432
Mar-90,34286
Apr-90,30163
May-90,27195
Jun-90,22063
Jul-90,15071
Aug-90,8274
Sep-90,6415
Oct-90,7520
Nov-90,15925
Dec-90,21000
Jan-91,29913
Feb-91,38284
Mar-91,40816
Apr-91,39010
May-91,30959
Jun-91,23967
Jul-91,14883
Aug-91,10000
Sep-91,7260
Oct-91,8133
Nov-91,11759
Dec-91,17045
Jan-92,26701
Feb-92,29626
Mar-92,42361
Apr-92,40993
May-92,34892
Jun-92,26081
Jul-92,21507
Aug-92,11338
Sep-92,13251
Oct-92,15944
Nov-92,17341
Dec-92,23871
Jan-93,32740
Feb-93,42492
Mar-93,47012
Apr-93,48609
May-93,37189
Jun-93,22831
Jul-93,12966
Aug-93,8966
Sep-93,8058
Oct-93,7889
Nov-93,13613
Dec-93,20880
Jan-94,28432
Feb-94,37379
Mar-94,38944
Apr-94,38846
May-94,30900
Jun-94,19005
Jul-94,11421
Aug-94,7740
Sep-94,4891
Oct-94,6608
Nov-94,14589
Dec-94,22490
Jan-95,28582
Feb-95,32105
Mar-95,41036
Apr-95,39567
May-95,29673
Jun-95,19196
Jul-95,11655
Aug-95,8682
Sep-95,4863
Oct-95,4556
Nov-95,6626
Dec-95,15517
Jan-96,22208
Feb-96,32477
Mar-96,36116
Apr-96,37984
May-96,26529
Jun-96,19065
Jul-96,11821
Aug-96,6961
Sep-96,6142
Oct-96,7478
Nov-96,15382
Dec-96,18848
Jan-97,27490
Feb-97,36688
Mar-97,48533
Apr-97,49259
May-97,38188
Jun-97,25810
Jul-97,15955
Aug-97,9421
Sep-97,5773
Oct-97,7436
Nov-97,10427
Dec-97,17903
Jan-98,22790
Feb-98,26254
Mar-98,36921
Apr-98,37570
May-98,24645
Jun-98,14575
Jul-98,9072
Aug-98,5724
Sep-98,5164
Oct-98,6650
Nov-98,14681
Dec-98,22407
Jan-99,29358
Feb-99,37206
Mar-99,37758
Apr-99,37559
May-99,27296
Jun-99,18259
Jul-99,12603
Aug-99,7065
Sep-99,4963
Oct-99,5539
Nov-99,6891
Dec-99,14809
Jan-00,22107
Feb-00,29247
Mar-00,36651
Apr-00,34089
May-00,25821
Jun-00,18007
Jul-00,12027
Aug-00,7557
Sep-00,7670
Oct-00,5777
Nov-00,11116
Dec-00,17269
Jan-01,26835
Feb-01,36764
Mar-01,45828
Apr-01,41038
May-01,30282
Jun-01,21745
Jul-01,13040
Aug-01,8204
Sep-01,5697
Oct-01,6429
Nov-01,12473
Dec-01,18447
Jan-02,25356
Feb-02,31078
Mar-02,39996
Apr-02,35027
May-02,27575
Jun-02,20372
Jul-02,11153
Aug-02,7020
Sep-02,5519
Oct-02,6563
Nov-02,9518
Dec-02,16380
Jan-03,23553
Feb-03,32547
Mar-03,36319
Apr-03,37651
May-03,26376
Jun-03,18267
Jul-03,10274
Aug-03,6488
Sep-03,5029
Oct-03,6888
Nov-03,8393
Dec-03,14285
Jan-04,28901
Feb-04,32620
Mar-04,31225
Apr-04,31042
May-04,24951
Jun-04,15966
Jul-04,10793
Aug-04,7711
Sep-04,5159
Oct-04,5424
Nov-04,9656
Dec-04,16103
Jan-05,23242
Feb-05,27204
Mar-05,34070
Apr-05,31232
May-05,20811
Jun-05,15307
Jul-05,8992
Aug-05,4820
Sep-05,3449
Oct-05,4742
Nov-05,9516
Dec-05,16836
Jan-06,28607
Feb-06,40407
Mar-06,42531
Apr-06,42658
May-06,28826
Jun-06,18517
Jul-06,11419
Aug-06,6766
Sep-06,4675
Oct-06,6499
Nov-06,13263
Dec-06,19300
Jan-07,26840
Feb-07,30748
Mar-07,41345
Apr-07,43887
May-07,36150
Jun-07,23392
Jul-07,12742
Aug-07,8168
Sep-07,4838
Oct-07,5956
Nov-07,12880
Dec-07,22223
Jan-08,32493
Feb-08,42492
Mar-08,46138
Apr-08,47613
May-08,40093
Jun-08,28051
Jul-08,15616
Aug-08,10012
Sep-08,7378
Oct-08,8083
Nov-08,11131
Dec-08,13617
Jan-09,26184
Feb-09,31029
Mar-09,40892
Apr-09,42138
May-09,36104
Jun-09,27713
Jul-09,20302
Aug-09,13772
Sep-09,9316
Oct-09,10225
Nov-09,13586
Dec-09,23583
Jan-10,26337
Feb-10,34045
Mar-10,39501
Apr-10,38851
May-10,30495
Jun-10,21687
Jul-10,14043
Aug-10,8815
Sep-10,6512
Oct-10,7492
Nov-10,11387
Dec-10,17839
Jan-11,26019
Feb-11,34143
Mar-11,39843
Apr-11,39441
May-11,31023
Jun-11,21840
Jul-11,14162
Aug-11,8896
Sep-11,0
Oct-11,0
Nov-11,0
Dec-11,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
